Ensembl transcript,StringDB
ENST00000264552,ENSP00000264552
ENST00000377428,ENSP00000366645
ENST00000372564,ENSP00000361645
ENST00000520179,ENSP00000429712
ENST00000322002,ENSP00000322568
ENST00000626996,ENSP00000486618
ENST00000400103,ENSP00000382974
ENST00000537388,ENSP00000441271
ENST00000558713,ENSP00000462883
ENST00000586582,ENSP00000467290
ENST00000243286,ENSP00000243286
ENST00000593142,ENSP00000465834
ENST00000320955,ENSP00000317790
ENST00000464750,ENSP00000420672
ENST00000329285,ENSP00000333802
ENST00000264255,ENSP00000264255
ENST00000333201,ENSP00000388502
ENST00000514213,ENSP00000444850
ENST00000617839,ENSP00000482769
ENST00000484146,ENSP00000419813
ENST00000351948,ENSP00000323439
ENST00000540486,ENSP00000441130
ENST00000369401,ENSP00000358409
ENST00000542557,ENSP00000437571
ENST00000400389,ENSP00000441468
ENST00000458406,ENSP00000387725
ENST00000612248,ENSP00000477981
ENST00000649866,ENSP00000497146
ENST00000333007,ENSP00000332326
ENST00000400000,ENSP00000382880
ENST00000613655,ENSP00000481008
ENST00000373249,ENSP00000362346
ENST00000455000,ENSP00000392805
ENST00000674388,ENSP00000501494
ENST00000512596,ENSP00000421142
ENST00000587172,ENSP00000465153
ENST00000261556,ENSP00000261556
ENST00000590842,ENSP00000464780
ENST00000301011,ENSP00000301011
ENST00000291552,ENSP00000291552
ENST00000551150,ENSP00000449328
ENST00000218197,ENSP00000218197
ENST00000279907,ENSP00000279907
ENST00000483001,ENSP00000434295
ENST00000420826,ENSP00000405965
ENST00000368817,ENSP00000357807
ENST00000374675,ENSP00000363807
ENST00000545805,ENSP00000444642
ENST00000510377,ENSP00000427647
ENST00000645482,ENSP00000496494
ENST00000269394,ENSP00000269394
ENST00000441953,ENSP00000413027
ENST00000454678,ENSP00000410446
ENST00000619024,ENSP00000483411
ENST00000551813,ENSP00000450350
ENST00000450392,ENSP00000394421
ENST00000617776,ENSP00000484699
ENST00000256585,ENSP00000256585
ENST00000543886,ENSP00000444173
ENST00000263095,ENSP00000263095
ENST00000672527,ENSP00000500852
ENST00000646750,ENSP00000494656
ENST00000333137,ENSP00000329532
ENST00000254803,ENSP00000254803
ENST00000336890,ENSP00000337825
ENST00000305218,ENSP00000305958
ENST00000319788,ENSP00000326135
ENST00000249861,ENSP00000249861
ENST00000491434,ENSP00000435588
ENST00000393909,ENSP00000377486
ENST00000633730,ENSP00000487818
ENST00000620474,ENSP00000484806
ENST00000590008,ENSP00000466370
ENST00000288828,ENSP00000288828
ENST00000513458,ENSP00000427401
ENST00000394622,ENSP00000378120
ENST00000372559,ENSP00000361640
ENST00000393897,ENSP00000377475
ENST00000361321,ENSP00000354659
ENST00000513374,ENSP00000427424
ENST00000543554,ENSP00000444886
ENST00000542585,ENSP00000444427
ENST00000374839,ENSP00000363972
ENST00000558589,ENSP00000452776
ENST00000567134,ENSP00000456224
ENST00000369464,ENSP00000358476
ENST00000590235,ENSP00000465015
ENST00000404704,ENSP00000385297
ENST00000228955,ENSP00000228955
ENST00000338523,ENSP00000343709
ENST00000344644,ENSP00000343838
ENST00000393451,ENSP00000377097
ENST00000544987,ENSP00000440038
ENST00000317746,ENSP00000320401
ENST00000332127,ENSP00000333253
ENST00000296782,ENSP00000296782
ENST00000317338,ENSP00000312942
ENST00000301365,ENSP00000301365
ENST00000413996,ENSP00000396242
ENST00000382933,ENSP00000372391
ENST00000334536,ENSP00000335494
ENST00000358022,ENSP00000350716
ENST00000338206,ENSP00000341045
ENST00000589856,ENSP00000467960
ENST00000262348,ENSP00000262348
ENST00000457047,ENSP00000409080
ENST00000581216,ENSP00000462963
ENST00000621877,ENSP00000478308
ENST00000557658,ENSP00000452191
ENST00000556285,ENSP00000451110
ENST00000321233,ENSP00000322777
ENST00000381661,ENSP00000371077
ENST00000357387,ENSP00000349959
ENST00000375647,ENSP00000364798
ENST00000477442,ENSP00000436036
ENST00000618565,ENSP00000478371
ENST00000461402,ENSP00000433020
ENST00000368843,ENSP00000357836
ENST00000442921,ENSP00000404188
ENST00000425642,ENSP00000396148
ENST00000638862,ENSP00000491567
ENST00000429667,ENSP00000414392
ENST00000260126,ENSP00000260126
ENST00000396308,ENSP00000379602
ENST00000265437,ENSP00000265437
ENST00000294728,ENSP00000294728
ENST00000381886,ENSP00000371310
ENST00000564644,ENSP00000454852
ENST00000344836,ENSP00000343535
ENST00000613034,ENSP00000478795
ENST00000621184,ENSP00000479506
ENST00000251412,ENSP00000251412
ENST00000538575,ENSP00000440217
ENST00000417563,ENSP00000489890
ENST00000359963,ENSP00000353048
ENST00000534641,ENSP00000435375
ENST00000524270,ENSP00000428338
ENST00000496897,ENSP00000417146
ENST00000601469,ENSP00000471712
ENST00000568684,ENSP00000456216
ENST00000345392,ENSP00000344757
ENST00000336517,ENSP00000337310
ENST00000633713,ENSP00000488283
ENST00000299178,ENSP00000299178
ENST00000340180,ENSP00000345333
ENST00000434992,ENSP00000488995
ENST00000398110,ENSP00000381180
ENST00000373477,ENSP00000362576
ENST00000503837,ENSP00000422261
ENST00000425523,ENSP00000393011
ENST00000395423,ENSP00000378813
ENST00000367026,ENSP00000355993
ENST00000407467,ENSP00000384691
ENST00000553607,ENSP00000461223
ENST00000418698,ENSP00000389365
ENST00000539888,ENSP00000441356
ENST00000409471,ENSP00000387105
ENST00000420247,ENSP00000408192
ENST00000417475,ENSP00000413817
ENST00000405585,ENSP00000385541
ENST00000450035,ENSP00000490030
ENST00000359995,ENSP00000353089
ENST00000308031,ENSP00000309161
ENST00000572519,ENSP00000460215
ENST00000216268,ENSP00000216268
ENST00000402219,ENSP00000384675
ENST00000338754,ENSP00000339813
ENST00000347230,ENSP00000251119
ENST00000586965,ENSP00000465722
ENST00000319374,ENSP00000318222
ENST00000367545,ENSP00000356515
ENST00000468148,ENSP00000417610
ENST00000272638,ENSP00000272638
ENST00000295736,ENSP00000295736
ENST00000322434,ENSP00000327143
ENST00000380034,ENSP00000369373
ENST00000306085,ENSP00000305161
ENST00000647760,ENSP00000497401
ENST00000533862,ENSP00000437254
ENST00000489170,ENSP00000436631
ENST00000248121,ENSP00000248121
ENST00000371146,ENSP00000360188
ENST00000453096,ENSP00000393638
ENST00000358477,ENSP00000351264
ENST00000301061,ENSP00000301061
ENST00000610804,ENSP00000480533
ENST00000400230,ENSP00000383089
ENST00000591998,ENSP00000467723
ENST00000652607,ENSP00000498332
ENST00000372705,ENSP00000361790
ENST00000345868,ENSP00000316034
ENST00000399061,ENSP00000382015
ENST00000440156,ENSP00000414797
ENST00000383827,ENSP00000373338
ENST00000393328,ENSP00000377001
ENST00000544682,ENSP00000442021
ENST00000500968,ENSP00000423333
ENST00000423043,ENSP00000389623
ENST00000394629,ENSP00000378125
ENST00000616369,ENSP00000482446
ENST00000357575,ENSP00000350188
ENST00000430793,ENSP00000403874
ENST00000589785,ENSP00000467364
ENST00000446848,ENSP00000395474
ENST00000297875,ENSP00000297875
ENST00000332082,ENSP00000331933
ENST00000340541,ENSP00000345656
ENST00000514558,ENSP00000426211
ENST00000394857,ENSP00000378326
ENST00000280756,ENSP00000280756
ENST00000313294,ENSP00000464579
ENST00000430487,ENSP00000387896
ENST00000333070,ENSP00000328213
ENST00000430215,ENSP00000408045
ENST00000393443,ENSP00000377089
ENST00000511516,ENSP00000423019
ENST00000524746,ENSP00000433572
ENST00000211076,ENSP00000211076
ENST00000479613,ENSP00000417939
ENST00000334295,ENSP00000335144
ENST00000568484,ENSP00000489776
ENST00000646869,ENSP00000495667
ENST00000447788,ENSP00000399126
ENST00000547242,ENSP00000446537
ENST00000359035,ENSP00000351929
ENST00000343949,ENSP00000369774
ENST00000591537,ENSP00000466224
ENST00000234677,ENSP00000234677
ENST00000372627,ENSP00000361710
ENST00000520262,ENSP00000429754
ENST00000428486,ENSP00000414248
ENST00000462307,ENSP00000420169
ENST00000456770,ENSP00000415328
ENST00000389737,ENSP00000374387
ENST00000306049,ENSP00000306574
ENST00000265354,ENSP00000265354
ENST00000389720,ENSP00000374370
ENST00000453195,ENSP00000391879
ENST00000372665,ENSP00000361750
ENST00000261332,ENSP00000261332
ENST00000619103,ENSP00000483468
ENST00000367212,ENSP00000356181
ENST00000361842,ENSP00000354822
ENST00000374273,ENSP00000363391
ENST00000458013,ENSP00000400333
ENST00000321871,ENSP00000324651
ENST00000369426,ENSP00000358434
ENST00000338947,ENSP00000342580
ENST00000441854,ENSP00000391735
ENST00000433314,ENSP00000402395
ENST00000396077,ENSP00000379387
ENST00000410080,ENSP00000386458
ENST00000380027,ENSP00000369366
ENST00000540677,ENSP00000444201
ENST00000339231,ENSP00000342797
ENST00000611381,ENSP00000480309
ENST00000453908,ENSP00000403476
ENST00000344651,ENSP00000344942
ENST00000330288,ENSP00000328335
ENST00000369489,ENSP00000358501
ENST00000293261,ENSP00000293261
ENST00000518415,ENSP00000428706
ENST00000357585,ENSP00000350198
ENST00000374358,ENSP00000363478
ENST00000438908,ENSP00000409182
ENST00000389722,ENSP00000374372
ENST00000367024,ENSP00000355991
ENST00000512388,ENSP00000423947
ENST00000574298,ENSP00000459566
ENST00000379288,ENSP00000368590
ENST00000398139,ENSP00000381208
ENST00000302342,ENSP00000304308
ENST00000359154,ENSP00000352069
ENST00000615152,ENSP00000484183
ENST00000359518,ENSP00000352508
ENST00000547081,ENSP00000449106
ENST00000371471,ENSP00000360526
ENST00000478359,ENSP00000417665
ENST00000611293,ENSP00000482555
ENST00000538932,ENSP00000440645
ENST00000394019,ENSP00000377587
ENST00000569174,ENSP00000455311
ENST00000232496,ENSP00000232496
ENST00000674457,ENSP00000501544
ENST00000376901,ENSP00000366098
ENST00000610629,ENSP00000482197
ENST00000643606,ENSP00000494576
ENST00000299798,ENSP00000299798
ENST00000538115,ENSP00000445091
ENST00000644787,ENSP00000496577
ENST00000276520,ENSP00000276520
ENST00000592282,ENSP00000464964
ENST00000344461,ENSP00000344021
ENST00000397404,ENSP00000380553
ENST00000437179,ENSP00000394252
ENST00000617281,ENSP00000480547
ENST00000427535,ENSP00000398545
ENST00000309777,ENSP00000309792
ENST00000361131,ENSP00000355260
ENST00000409838,ENSP00000386540
ENST00000262187,ENSP00000262187
ENST00000505624,ENSP00000422188
ENST00000595962,ENSP00000471754
ENST00000588136,ENSP00000468487
ENST00000312777,ENSP00000324404
ENST00000538716,ENSP00000444565
ENST00000395224,ENSP00000378650
ENST00000380600,ENSP00000369974
ENST00000371825,ENSP00000360890
ENST00000229903,ENSP00000229903
ENST00000523638,ENSP00000429803
ENST00000434417,ENSP00000416197
ENST00000324593,ENSP00000323293
ENST00000378228,ENSP00000367473
ENST00000425831,ENSP00000394371
ENST00000283206,ENSP00000283206
ENST00000394073,ENSP00000377636
ENST00000565380,ENSP00000455674
ENST00000553521,ENSP00000452123
ENST00000445217,ENSP00000396402
ENST00000336755,ENSP00000337839
ENST00000615230,ENSP00000478699
ENST00000396597,ENSP00000379843
ENST00000333202,ENSP00000330433
ENST00000361518,ENSP00000355251
ENST00000169551,ENSP00000169551
ENST00000389623,ENSP00000374274
ENST00000433154,ENSP00000463762
ENST00000537663,ENSP00000443228
ENST00000397702,ENSP00000380814
ENST00000255310,ENSP00000255310
ENST00000257910,ENSP00000257910
ENST00000619852,ENSP00000480958
ENST00000321753,ENSP00000312753
ENST00000548274,ENSP00000450245
ENST00000395042,ENSP00000378483
ENST00000358147,ENSP00000350866
ENST00000586590,ENSP00000466986
ENST00000397764,ENSP00000490095
ENST00000392818,ENSP00000376565
ENST00000509079,ENSP00000426986
ENST00000297533,ENSP00000297533
ENST00000468240,ENSP00000417424
ENST00000394673,ENSP00000378168
ENST00000281017,ENSP00000281017
ENST00000264904,ENSP00000264904
ENST00000309922,ENSP00000312356
ENST00000443358,ENSP00000392451
ENST00000459639,ENSP00000418705
ENST00000587143,ENSP00000468605
ENST00000243644,ENSP00000243644
ENST00000200457,ENSP00000200457
ENST00000337815,ENSP00000337320
ENST00000447711,ENSP00000408233
ENST00000229390,ENSP00000229390
ENST00000589332,ENSP00000466500
ENST00000612864,ENSP00000481977
ENST00000446700,ENSP00000406605
ENST00000403107,ENSP00000384766
ENST00000674316,ENSP00000501352
ENST00000535007,ENSP00000446008
ENST00000515740,ENSP00000427039
ENST00000553888,ENSP00000452181
ENST00000261439,ENSP00000261439
ENST00000443381,ENSP00000415836
ENST00000242576,ENSP00000242576
ENST00000612436,ENSP00000482985
ENST00000347970,ENSP00000327584
ENST00000530463,ENSP00000432154
ENST00000394366,ENSP00000377892
ENST00000514121,ENSP00000424119
ENST00000635035,ENSP00000489592
ENST00000262990,ENSP00000262990
ENST00000346279,ENSP00000303061
ENST00000305479,ENSP00000302938
ENST00000382384,ENSP00000371821
ENST00000358743,ENSP00000351593
ENST00000520615,ENSP00000428450
ENST00000438530,ENSP00000407304
ENST00000450454,ENSP00000406293
ENST00000538838,ENSP00000441934
ENST00000404138,ENSP00000384527
ENST00000425708,ENSP00000413073
ENST00000354882,ENSP00000346954
ENST00000397732,ENSP00000380840
ENST00000405876,ENSP00000384520
ENST00000367931,ENSP00000356908
ENST00000357552,ENSP00000350162
ENST00000347275,ENSP00000340828
ENST00000310614,ENSP00000308717
ENST00000665825,ENSP00000499562
ENST00000375859,ENSP00000365019
ENST00000612105,ENSP00000483412
ENST00000302874,ENSP00000303468
ENST00000646066,ENSP00000495432
ENST00000251566,ENSP00000251566
ENST00000337080,ENSP00000338860
ENST00000238682,ENSP00000238682
ENST00000341062,ENSP00000343765
ENST00000413916,ENSP00000409648
ENST00000588969,ENSP00000467985
ENST00000448935,ENSP00000404815
ENST00000557154,ENSP00000451088
ENST00000262605,ENSP00000262605
ENST00000394109,ENSP00000377668
ENST00000492112,ENSP00000420195
ENST00000317827,ENSP00000321703
ENST00000372624,ENSP00000361707
ENST00000372873,ENSP00000361964
ENST00000347630,ENSP00000240327
ENST00000313104,ENSP00000366471
ENST00000625423,ENSP00000485818
ENST00000452355,ENSP00000391278
ENST00000588560,ENSP00000466495
ENST00000441627,ENSP00000414723
ENST00000367928,ENSP00000356905
ENST00000440472,ENSP00000404752
ENST00000308650,ENSP00000311596
ENST00000535679,ENSP00000444081
ENST00000274456,ENSP00000274456
ENST00000438384,ENSP00000416737
ENST00000416247,ENSP00000451866
ENST00000393130,ENSP00000376838
ENST00000346834,ENSP00000251768
ENST00000370976,ENSP00000360015
ENST00000383056,ENSP00000372530
ENST00000222812,ENSP00000222812
ENST00000610313,ENSP00000484792
ENST00000370353,ENSP00000359378
ENST00000587989,ENSP00000466971
ENST00000380698,ENSP00000370074
ENST00000396847,ENSP00000380058
ENST00000319394,ENSP00000317971
ENST00000409990,ENSP00000387078
ENST00000519357,ENSP00000431037
ENST00000404395,ENSP00000384943
ENST00000360385,ENSP00000353554
ENST00000236192,ENSP00000236192
ENST00000281171,ENSP00000281171
ENST00000251481,ENSP00000251481
ENST00000395064,ENSP00000378503
ENST00000448223,ENSP00000404092
ENST00000339762,ENSP00000342518
ENST00000535826,ENSP00000437720
ENST00000525074,ENSP00000433102
ENST00000622762,ENSP00000483104
ENST00000403346,ENSP00000384162
ENST00000408916,ENSP00000386201
ENST00000319511,ENSP00000313214
ENST00000382020,ENSP00000371450
ENST00000504102,ENSP00000425905
ENST00000249330,ENSP00000249330
ENST00000261441,ENSP00000261441
ENST00000332298,ENSP00000333194
ENST00000443773,ENSP00000407093
ENST00000339566,ENSP00000344742
ENST00000429654,ENSP00000402985
ENST00000378533,ENSP00000367794
ENST00000289816,ENSP00000289816
ENST00000563169,ENSP00000454418
ENST00000343848,ENSP00000345584
ENST00000379705,ENSP00000369027
ENST00000588993,ENSP00000467219
ENST00000409374,ENSP00000387284
ENST00000402989,ENSP00000384539
ENST00000379679,ENSP00000369001
ENST00000550344,ENSP00000446717
ENST00000504154,ENSP00000422591
ENST00000394967,ENSP00000378418
ENST00000295755,ENSP00000295755
ENST00000339950,ENSP00000343526
ENST00000405303,ENSP00000385347
ENST00000461304,ENSP00000432280
ENST00000564675,ENSP00000458053
ENST00000373983,ENSP00000363095
ENST00000327357,ENSP00000331131
ENST00000398253,ENSP00000381304
ENST00000508802,ENSP00000423651
ENST00000590381,ENSP00000465546
ENST00000539008,ENSP00000439694
ENST00000433961,ENSP00000393052
ENST00000317483,ENSP00000320413
ENST00000426995,ENSP00000392143
ENST00000558667,ENSP00000453473
ENST00000504904,ENSP00000439402
ENST00000358987,ENSP00000402017
ENST00000339534,ENSP00000345633
ENST00000582707,ENSP00000464447
ENST00000636302,ENSP00000489807
ENST00000308268,ENSP00000311121
ENST00000303731,ENSP00000302783
ENST00000342228,ENSP00000340465
ENST00000394070,ENSP00000377633
ENST00000343255,ENSP00000344149
ENST00000456496,ENSP00000410220
ENST00000379290,ENSP00000368592
ENST00000378944,ENSP00000368227
ENST00000278422,ENSP00000278422
ENST00000617115,ENSP00000481140
ENST00000456951,ENSP00000406047
ENST00000317802,ENSP00000417919
ENST00000390371,ENSP00000374894
ENST00000334306,ENSP00000334879
ENST00000287908,ENSP00000287908
ENST00000247843,ENSP00000247843
ENST00000477703,ENSP00000417806
ENST00000533122,ENSP00000483764
ENST00000397406,ENSP00000380554
ENST00000372626,ENSP00000361709
ENST00000371001,ENSP00000360040
ENST00000331860,ENSP00000330391
ENST00000367619,ENSP00000356591
ENST00000374677,ENSP00000363809
ENST00000378312,ENSP00000367562
ENST00000397408,ENSP00000380555
ENST00000354905,ENSP00000346981
ENST00000328199,ENSP00000329264
ENST00000634579,ENSP00000489139
ENST00000355779,ENSP00000348025
ENST00000415923,ENSP00000415755
ENST00000505871,ENSP00000421294
ENST00000377634,ENSP00000366861
ENST00000593256,ENSP00000468733
ENST00000397801,ENSP00000380903
ENST00000491381,ENSP00000418593
ENST00000400266,ENSP00000383125
ENST00000627814,ENSP00000487183
ENST00000372670,ENSP00000361755
ENST00000289166,ENSP00000289166
ENST00000372628,ENSP00000361711
ENST00000595883,ENSP00000471921
ENST00000354363,ENSP00000346332
ENST00000567664,ENSP00000460425
ENST00000357206,ENSP00000349737
ENST00000296529,ENSP00000296529
ENST00000415680,ENSP00000390829
ENST00000369893,ENSP00000358909
ENST00000612199,ENSP00000477776
ENST00000455077,ENSP00000407382
ENST00000290209,ENSP00000290209
ENST00000454389,ENSP00000390394
ENST00000260403,ENSP00000260403
ENST00000295367,ENSP00000295367
ENST00000436219,ENSP00000390258
ENST00000410092,ENSP00000387226
ENST00000371263,ENSP00000360310
ENST00000394752,ENSP00000378235
ENST00000456261,ENSP00000414145
ENST00000412866,ENSP00000394143
ENST00000392404,ENSP00000376205
ENST00000395156,ENSP00000378585
ENST00000418511,ENSP00000453962
ENST00000611042,ENSP00000479283
ENST00000615196,ENSP00000481176
ENST00000508921,ENSP00000441780
ENST00000342697,ENSP00000344215
ENST00000291906,ENSP00000291906
ENST00000004103,ENSP00000004103
ENST00000373824,ENSP00000362930
ENST00000539644,ENSP00000441405
ENST00000619921,ENSP00000483797
ENST00000614171,ENSP00000477580
ENST00000377633,ENSP00000366860
ENST00000553635,ENSP00000451391
ENST00000359570,ENSP00000352575
ENST00000300738,ENSP00000300738
ENST00000355716,ENSP00000347948
ENST00000632228,ENSP00000488155
ENST00000615508,ENSP00000484886
ENST00000378616,ENSP00000367879
ENST00000310125,ENSP00000385461
ENST00000265963,ENSP00000265963
ENST00000542670,ENSP00000444019
ENST00000587354,ENSP00000468446
ENST00000323081,ENSP00000318228
ENST00000262965,ENSP00000262965
ENST00000586956,ENSP00000465483
ENST00000570495,ENSP00000460547
ENST00000367857,ENSP00000356831
ENST00000415576,ENSP00000409284
ENST00000304915,ENSP00000302400
ENST00000439094,ENSP00000389203
ENST00000270632,ENSP00000270632
ENST00000445482,ENSP00000400884
ENST00000629761,ENSP00000486669
